instance_name,inv_weight,inv_roughness
metal_box_8_10,-0.101,-0.2141002105233283
sponge_8_2,-0.008,-0.3877861079592259
sponge_3_6,-0.007,-0.5358053387284566
ball_8_10,-0.057,-0.1467989284720462
to_go_cup_10_9,-0.059,-0.2371194412925592
cup_3_1,-0.099,-0.2340938002669182
to_go_cup_9_9,-0.037,-0.2888758515489693
plate_2_4,-0.331,-0.2350232874464053
paper_box_3_1,-0.015,-0.3690425182156361
paper_box_7_9,-0.044,-0.2726066207797387
sponge_5_2,-0.005,-0.3471899541130717
plastic_box_4_2,-0.026,-0.2143694412925591
tray_8_8,-0.072,-0.3672989284720464
plate_8_7,-0.543,-0.2562348259079439
paper_box_9_3,-0.674,-0.2169143130874308
tray_2_4,-0.554,-0.252068159241277
cup_3_7,-0.099,-0.2284399541130719
tray_7_9,-0.022,-0.2228950823182001
plastic_box_7_9,-0.109,-0.2405809797540977
ball_4_2,-0.014,-0.09699764642076414
book_4_7,-0.612,-0.277414313087431
bowl_1_8,-0.264,-0.2114463643694822
book_4_5,-0.612,-0.2704463643694822
metal_box_3_5,-0.146,-0.2524784156515334
book_6_3,-0.896,-0.2226322618053796
to_go_cup_8_9,-0.03,-0.2526194412925591
bowl_2_6,-0.343,-0.2272220053951234
sponge_2_3,-0.012,-0.4429655951387131
plate_7_3,-0.019,-0.3532220053951232
to_go_cup_2_9,-0.014,-0.3352861079592258
book_3_10,-1.043,-0.2791707233438411
plate_4_3,-0.343,-0.2578502105233283
ball_6_7,-0.058,-0.1554591848823029
plate_5_9,-0.436,-0.2089591848823027
cup_5_4,-0.318,-0.2471643130874308
to_go_cup_3_1,-0.046,-0.2513566207797385
ball_2_8,-0.058,-0.1199399541130719
plastic_box_10_4,-0.026,-0.2597732874464053
book_7_7,-0.465,-0.2327732874464053
book_8_10,-0.317,-0.263286107959226
ball_3_8,-0.05,-0.1820425182156361
to_go_cup_5_4,-0.007,-0.3082668771899951
tray_8_3,-0.072,-0.348689954113072
sponge_9_3,-0.013,-0.3981258515489695
bowl_5_2,-0.035,-0.296119441292559
tray_4_5,-0.168,-0.2209079028310206
plastic_box_3_1,-0.101,-0.2194912361643538
ball_8_4,-0.057,-0.1204207233438412
tray_4_4,-0.168,-0.2217540566771745
ball_7_4,-0.069,-0.09898482590794368
ball_3_7,-0.05,-0.1561707233438411
plastic_box_8_4,-0.092,-0.2909079028310207
cup_10_9,-0.058,-0.2371194412925592
sponge_3_3,-0.007,-0.5837091848823027
tray_7_6,-0.022,-0.2252540566771745
ball_3_10,-0.05,-0.1594335438566619
paper_box_9_1,-0.674,-0.2170361079592259
metal_box_3_3,-0.146,-0.2758758515489695
ball_1_4,-0.096,-0.1360553387284565
book_2_8,-0.617,-0.2443630310361489
plastic_box_1_9,-0.048,-0.297542518215636
plastic_box_5_4,-0.022,-0.2671963643694822
ball_5_10,-0.059,-0.1120873900105078
paper_box_7_7,-0.044,-0.2954976464207645
ball_8_2,-0.057,-0.1072861079592258
to_go_cup_10_7,-0.059,-0.2435296977028156
tray_6_4,-0.312,-0.3762412361643538
ball_6_6,-0.058,-0.1238245694976875
plastic_box_4_9,-0.026,-0.2331579028310208
plastic_box_9_9,-0.072,-0.275516877189995
bowl_3_6,-0.222,-0.236170723343841
tray_1_5,-0.446,-0.2773502105233282
tray_10_3,-0.187,-0.2612220053951233
metal_box_9_4,-0.167,-0.2343309797540977
plate_4_1,-0.343,-0.233068159241277
book_8_2,-0.317,-0.2817732874464051
sponge_9_1,-0.013,-0.398222005395123
paper_box_8_5,-0.02,-0.1956066207797387
sponge_9_10,-0.013,-0.3970809797540976
paper_box_5_10,-0.017,-0.2384912361643541
plastic_box_5_2,-0.022,-0.2626963643694822
metal_box_5_3,-0.232,-0.2143117489848666
ball_7_2,-0.069,-0.105741236164354
cup_8_5,-0.166,-0.2646514925746105
paper_box_6_7,-0.015,-0.2350809797540975
sponge_8_4,-0.008,-0.3715809797540978
to_go_cup_3_8,-0.046,-0.2313950823182004
plate_10_7,-0.389,-0.2180809797540977
to_go_cup_5_2,-0.007,-0.3226450823182
bowl_8_1,-0.244,-0.1947604669335848
book_5_9,-0.265,-0.2192155951387131
metal_box_2_4,-0.098,-0.2675617489848671
plastic_box_8_7,-0.092,-0.271491236164354
plate_5_10,-0.436,-0.210709184882303
tray_1_8,-0.446,-0.2835168771899951
plastic_box_2_5,-0.012,-0.265215595138713
metal_box_7_7,-0.076,-0.2463566207797385
tray_7_10,-0.022,-0.220991236164354
cup_7_4,-0.239,-0.1994079028310208
paper_box_5_6,-0.017,-0.245587390010508
to_go_cup_7_1,-0.032,-0.244811748984867
cup_10_2,-0.058,-0.2463822618053797
plate_5_2,-0.436,-0.213292518215636
bowl_1_5,-0.264,-0.2176514925746106
bowl_3_1,-0.222,-0.2306130310361491
bowl_10_4,-0.505,-0.2808694412925592
plastic_box_9_8,-0.072,-0.280516877189995
to_go_cup_3_3,-0.046,-0.2628245694976873
metal_box_10_7,-0.058,-0.2887861079592258
sponge_7_6,-0.011,-0.2855617489848669
plastic_box_5_8,-0.022,-0.2783053387284565
plate_9_9,-0.177,-0.2621835438566616
sponge_7_3,-0.011,-0.2751002105233282
tray_1_1,-0.446,-0.2911322618053796
paper_box_3_4,-0.015,-0.3228245694976872
paper_box_3_8,-0.015,-0.2912348259079435
plate_10_9,-0.389,-0.2061002105233286
plastic_box_10_9,-0.026,-0.2733309797540978
plate_7_10,-0.019,-0.34288867206179
plastic_box_8_8,-0.092,-0.2848822618053796
to_go_cup_2_3,-0.014,-0.2599207233438413
metal_box_2_7,-0.098,-0.270837390010508
cup_6_10,-0.302,-0.2277861079592259
plastic_box_4_8,-0.026,-0.2331194412925589
plate_3_7,-0.656,-0.2107732874464052
book_2_9,-0.617,-0.2305745694976872
tray_3_10,-0.489,-0.304619441292559
tray_5_6,-0.167,-0.2327155951387131
to_go_cup_4_6,-0.01,-0.2243758515489696
metal_box_9_6,-0.167,-0.2435809797540975
sponge_3_7,-0.007,-0.5692796977028154
plate_2_1,-0.331,-0.2389527746258925
sponge_4_5,-0.003,-0.540465595138713
book_1_6,-0.589,-0.279042518215636
plastic_box_7_3,-0.109,-0.2377796977028156
sponge_1_2,-0.005,-0.3336130310361489
book_4_9,-0.612,-0.2742604669335846
paper_box_10_6,-0.02,-0.2624848259079437
to_go_cup_2_6,-0.014,-0.2754014925746106
bowl_1_6,-0.264,-0.2183373900105079
bowl_10_9,-0.505,-0.2586899541130719
book_1_1,-0.589,-0.3166002105233285
paper_box_8_9,-0.02,-0.1551963643694821
cup_7_5,-0.239,-0.1937668771899949
metal_box_6_9,-0.152,-0.2914527746258926
to_go_cup_2_5,-0.014,-0.2993053387284567
book_3_6,-1.043,-0.2772348259079435
sponge_3_5,-0.007,-0.5435232874464052
cup_2_6,-0.201,-0.2754014925746106
ball_5_7,-0.059,-0.1134720053951233
sponge_6_3,-0.008,-0.391914313087431
book_10_5,-0.501,-0.2728502105233285
metal_box_2_1,-0.098,-0.291920723343841
paper_box_1_10,-0.011,-0.2677284156515335
to_go_cup_10_8,-0.059,-0.2505296977028155
bowl_9_5,-0.548,-0.2249591848823028
book_9_10,-0.686,-0.285818159241277
paper_box_3_5,-0.015,-0.2929976464207641
paper_box_2_8,-0.054,-0.2326322618053796
to_go_cup_10_6,-0.059,-0.2304271336002515
bowl_1_2,-0.264,-0.2535617489848668
tray_4_3,-0.168,-0.2288245694976875
tray_7_8,-0.022,-0.2204527746258925
metal_box_4_4,-0.085,-0.220363031036149
ball_2_1,-0.058,-0.1464079028310207
to_go_cup_8_7,-0.03,-0.2640296977028155
bowl_2_3,-0.343,-0.2274271336002517
metal_box_3_8,-0.146,-0.2386386720617898
ball_4_3,-0.014,-0.08150405667717457
tray_6_3,-0.312,-0.3170938002669181
plate_4_4,-0.343,-0.2223117489848669
cup_1_3,-0.218,-0.2885809797540976
tray_8_9,-0.072,-0.3651643130874308
tray_7_7,-0.022,-0.2178502105233285
ball_5_2,-0.059,-0.1090489284720464
plate_3_9,-0.656,-0.2118822618053796
ball_7_10,-0.069,-0.1143438002669179
to_go_cup_9_5,-0.037,-0.277292518215636
tray_7_4,-0.022,-0.2217540566771745
bowl_9_2,-0.548,-0.2228822618053798
metal_box_7_1,-0.076,-0.2508053387284566
cup_8_3,-0.166,-0.2651579028310208
to_go_cup_9_3,-0.037,-0.2648053387284565
bowl_7_2,-0.028,-0.2859848259079439
metal_box_8_1,-0.101,-0.2604912361643538
sponge_1_7,-0.005,-0.3458053387284566
bowl_1_4,-0.264,-0.2152604669335846
metal_box_9_2,-0.167,-0.2364207233438411
sponge_9_5,-0.013,-0.4168630310361489
cup_8_4,-0.166,-0.2491066207797384
ball_1_3,-0.096,-0.1326130310361489
ball_3_5,-0.05,-0.2012540566771746
cup_2_10,-0.201,-0.3359335438566617
plate_4_10,-0.343,-0.2199591848823025
metal_box_7_4,-0.076,-0.247241236164354
ball_6_1,-0.058,-0.1148245694976872
ball_10_6,-0.033,-0.1007027746258924
bowl_9_10,-0.548,-0.2184591848823026
ball_10_1,-0.033,-0.1065104669335847
metal_box_10_8,-0.058,-0.294016877189995
metal_box_1_5,-0.041,-0.2166386720617898
book_9_9,-0.686,-0.2771002105233284
metal_box_5_9,-0.232,-0.2262925182156358
to_go_cup_10_10,-0.059,-0.234016877189995
cup_1_2,-0.218,-0.2843950823182003
sponge_8_10,-0.008,-0.3618694412925593
sponge_8_9,-0.008,-0.3646002105233283
plastic_box_6_2,-0.055,-0.2973950823182
tray_1_4,-0.446,-0.3066066207797385
metal_box_4_6,-0.085,-0.2131579028310206
tray_5_3,-0.167,-0.2288950823182
plate_2_10,-0.331,-0.2202348259079436
plastic_box_9_10,-0.072,-0.2782732874464053
paper_box_8_4,-0.02,-0.1554976464207642
paper_box_10_2,-0.02,-0.2397796977028154
to_go_cup_4_9,-0.01,-0.2337861079592258
book_7_3,-0.465,-0.2403694412925589
ball_8_8,-0.057,-0.0929527746258925
to_go_cup_1_8,-0.013,-0.2864527746258926
sponge_7_2,-0.011,-0.2739527746258923
plastic_box_6_9,-0.055,-0.3186707233438412
ball_9_2,-0.012,-0.1007220053951231
book_5_10,-0.265,-0.2197861079592259
bowl_7_8,-0.028,-0.2844784156515334
plate_8_9,-0.543,-0.2418502105233284
ball_1_10,-0.096,-0.1202348259079439
paper_box_10_10,-0.02,-0.2586899541130719
book_6_9,-0.896,-0.2362861079592257
ball_1_2,-0.096,-0.1240873900105079
metal_box_4_8,-0.085,-0.2055361079592258
book_5_7,-0.265,-0.2178053387284566
to_go_cup_4_2,-0.01,-0.2296322618053798
to_go_cup_7_2,-0.032,-0.2524207233438412
plastic_box_7_2,-0.109,-0.2498117489848669
cup_9_9,-0.324,-0.2303053387284567
ball_7_1,-0.069,-0.1268117489848669
sponge_4_4,-0.003,-0.540542518215636
book_10_7,-0.501,-0.2826707233438412
paper_box_5_8,-0.017,-0.2359143130874308
book_6_8,-0.896,-0.2311002105233281
plastic_box_4_7,-0.026,-0.2176258515489694
to_go_cup_3_4,-0.046,-0.2853950823182002
to_go_cup_3_10,-0.046,-0.2619079028310208
bowl_8_3,-0.244,-0.2013758515489691
to_go_cup_2_4,-0.014,-0.3056899541130718
sponge_5_6,-0.005,-0.3797155951387127
plastic_box_2_4,-0.012,-0.2717476464207642
tray_8_7,-0.072,-0.3567220053951233
cup_6_6,-0.302,-0.2268181592412773
bowl_4_6,-0.282,-0.2012796977028156
sponge_4_10,-0.003,-0.5301835438566618
sponge_7_8,-0.011,-0.2749079028310206
plate_7_5,-0.019,-0.4232796977028156
plate_6_4,-0.61,-0.2564527746258925
book_9_6,-0.686,-0.2767027746258923
tray_5_10,-0.167,-0.2281835438566618
to_go_cup_1_5,-0.013,-0.2823950823182001
paper_box_10_1,-0.02,-0.2310809797540975
plastic_box_8_5,-0.092,-0.2722604669335847
tray_4_9,-0.168,-0.2228950823182001
to_go_cup_9_10,-0.037,-0.2901258515489694
to_go_cup_7_6,-0.032,-0.2365489284720464
paper_box_7_6,-0.044,-0.2780553387284567
tray_5_2,-0.167,-0.2301707233438413
to_go_cup_6_7,-0.019,-0.2278630310361488
sponge_10_3,-0.012,-0.3521707233438411
cup_7_7,-0.239,-0.198042518215636
plate_10_5,-0.389,-0.2167155951387129
plate_10_10,-0.389,-0.206568159241277
ball_8_3,-0.057,-0.1105168771899951
sponge_8_1,-0.008,-0.4214079028310208
cup_2_4,-0.201,-0.3056899541130718
to_go_cup_8_8,-0.03,-0.2682348259079437
metal_box_5_1,-0.232,-0.2558630310361488
bowl_5_4,-0.035,-0.290465595138713
plate_1_5,-0.17,-0.2122412361643539
tray_3_1,-0.489,-0.2786258515489695
plate_3_2,-0.656,-0.2154976464207644
ball_7_7,-0.069,-0.1347989284720464
to_go_cup_4_8,-0.01,-0.2309271336002514
to_go_cup_2_10,-0.014,-0.3359335438566617
plastic_box_8_10,-0.092,-0.2777989284720463
cup_6_2,-0.302,-0.2545232874464052
to_go_cup_3_9,-0.046,-0.2515553387284566
plate_6_8,-0.61,-0.2623822618053795
sponge_7_1,-0.011,-0.2638950823182004
book_10_3,-0.501,-0.2590361079592258
bowl_10_2,-0.505,-0.2580745694976872
plastic_box_10_10,-0.026,-0.2703053387284567
plate_2_8,-0.331,-0.2271899541130719
paper_box_6_8,-0.015,-0.2372732874464053
paper_box_9_6,-0.674,-0.213593800266918
ball_7_8,-0.069,-0.1230168771899952
bowl_8_7,-0.244,-0.1890104669335847
book_8_1,-0.317,-0.3188950823182001
plastic_box_1_7,-0.048,-0.2950489284720462
metal_box_1_2,-0.041,-0.2145361079592258
ball_3_6,-0.05,-0.1181707233438412
book_2_2,-0.617,-0.227766877189995
book_9_8,-0.686,-0.2795809797540976
tray_1_9,-0.446,-0.2691771336002512
plastic_box_10_5,-0.026,-0.2755232874464053
paper_box_4_2,-0.044,-0.2818502105233282
metal_box_3_6,-0.146,-0.2470553387284564
plastic_box_2_2,-0.012,-0.3219848259079436
tray_2_6,-0.554,-0.2850040566771747
tray_2_2,-0.554,-0.2583438002669179
bowl_5_5,-0.035,-0.3019976464207641
paper_box_8_3,-0.02,-0.1545745694976874
plastic_box_6_1,-0.055,-0.282568159241277
to_go_cup_8_2,-0.03,-0.2688502105233285
bowl_6_1,-0.05,-0.3470361079592257
plate_6_9,-0.61,-0.2697348259079437
plate_1_3,-0.17,-0.2209976464207641
sponge_7_5,-0.011,-0.2707540566771746
book_8_7,-0.317,-0.2751835438566617
to_go_cup_6_2,-0.019,-0.226343800266918
tray_2_8,-0.554,-0.270215595138713
metal_box_1_1,-0.041,-0.2311899541130719
paper_box_9_8,-0.674,-0.2386130310361488
metal_box_3_10,-0.146,-0.2361835438566618
to_go_cup_10_1,-0.059,-0.2730296977028155
bowl_9_6,-0.548,-0.2167540566771745
bowl_6_4,-0.05,-0.2660809797540978
tray_5_7,-0.167,-0.2433630310361487
sponge_6_6,-0.008,-0.3532348259079436
plastic_box_1_5,-0.048,-0.286119441292559
ball_9_4,-0.012,-0.105446364369482
ball_9_10,-0.012,-0.1055809797540977
tray_4_10,-0.168,-0.220991236164354
plastic_box_7_4,-0.109,-0.2402284156515335
paper_box_3_10,-0.015,-0.2952989284720463
cup_1_9,-0.218,-0.2822091848823028
to_go_cup_8_1,-0.03,-0.2432540566771745
plastic_box_10_2,-0.026,-0.2614527746258925
cup_1_6,-0.218,-0.2780809797540977
tray_1_6,-0.446,-0.2888053387284568
plastic_box_7_6,-0.109,-0.2402348259079438
paper_box_5_5,-0.017,-0.2357027746258925
bowl_2_5,-0.343,-0.2313950823182004
book_6_10,-0.896,-0.2309720053951233
book_2_6,-0.617,-0.2351002105233282
tray_7_5,-0.022,-0.2209079028310206
to_go_cup_5_1,-0.007,-0.2944527746258924
cup_4_5,-0.13,-0.229664313087431
to_go_cup_4_10,-0.01,-0.2292668771899949
book_10_2,-0.501,-0.2683245694976875
plate_3_6,-0.656,-0.2114143130874309
plate_4_2,-0.343,-0.2264079028310205
to_go_cup_8_5,-0.03,-0.2646514925746105
book_3_7,-1.043,-0.2760296977028156
plate_6_6,-0.61,-0.2551450823182002
cup_7_6,-0.239,-0.2002220053951234
paper_box_5_2,-0.017,-0.2451514925746103
cup_9_6,-0.324,-0.2290745694976873
paper_box_9_7,-0.674,-0.2100873900105077
sponge_7_4,-0.011,-0.2818245694976872
sponge_4_6,-0.003,-0.5317284156515335
plastic_box_1_4,-0.048,-0.289516877189995
book_2_3,-0.617,-0.2254079028310209
bowl_8_6,-0.244,-0.1936386720617898
cup_4_2,-0.13,-0.2296322618053798
tray_8_6,-0.072,-0.3596258515489696
sponge_10_5,-0.012,-0.3507091848823027
ball_5_8,-0.059,-0.1067220053951233
to_go_cup_10_5,-0.059,-0.2385809797540973
to_go_cup_8_4,-0.03,-0.2491066207797384
plate_5_1,-0.436,-0.216664313087431
tray_6_1,-0.312,-0.3476002105233282
paper_box_2_4,-0.054,-0.2417155951387128
paper_box_2_1,-0.054,-0.2597732874464053
bowl_3_3,-0.222,-0.2386066207797385
bowl_6_3,-0.05,-0.2516450823182002
cup_5_10,-0.318,-0.2622668771899951
sponge_10_6,-0.012,-0.3327989284720462
paper_box_8_7,-0.02,-0.1520361079592257
paper_box_2_3,-0.054,-0.2446707233438413
plastic_box_8_9,-0.092,-0.2982604669335845
to_go_cup_5_7,-0.007,-0.3217412361643538
paper_box_2_7,-0.054,-0.2334976464207641
cup_1_8,-0.218,-0.2864527746258926
sponge_2_4,-0.012,-0.4434079028310209
plate_9_8,-0.177,-0.2601707233438412
plate_3_4,-0.656,-0.211363031036149
bowl_4_8,-0.282,-0.2025425182156363
paper_box_3_6,-0.015,-0.3103117489848669
sponge_9_7,-0.013,-0.4346835438566616
ball_8_7,-0.057,-0.1678630310361489
book_3_8,-1.043,-0.289164313087431
book_7_2,-0.465,-0.2506322618053796
sponge_6_7,-0.008,-0.3643694412925591
sponge_1_5,-0.005,-0.3363758515489692
paper_box_2_5,-0.054,-0.2532732874464051
sponge_5_8,-0.005,-0.3839848259079437
bowl_2_7,-0.343,-0.232266877189995
paper_box_10_8,-0.02,-0.2541258515489697
to_go_cup_6_10,-0.019,-0.2163502105233283
bowl_9_4,-0.548,-0.2243373900105078
sponge_4_8,-0.003,-0.5322732874464051
plastic_box_7_1,-0.109,-0.2528822618053793
paper_box_6_10,-0.015,-0.240670723343841
plastic_box_3_7,-0.101,-0.2151258515489692
plate_6_2,-0.61,-0.2613309797540974
paper_box_4_10,-0.044,-0.271696364369482
plastic_box_5_5,-0.022,-0.2534143130874308
tray_7_1,-0.022,-0.236619441292559
paper_box_10_3,-0.02,-0.2398694412925589
metal_box_3_4,-0.146,-0.2539014925746105
book_5_4,-0.265,-0.2219784156515334
book_4_1,-0.612,-0.2559527746258926
plastic_box_9_3,-0.072,-0.2797796977028155
paper_box_4_7,-0.044,-0.2866707233438412
ball_1_5,-0.096,-0.1544271336002514
plate_1_4,-0.17,-0.2156579028310205
plastic_box_4_5,-0.026,-0.2221322618053797
plate_2_6,-0.331,-0.226337390010508
metal_box_8_3,-0.101,-0.2170425182156362
plate_3_1,-0.656,-0.2246066207797386
plastic_box_7_5,-0.109,-0.2401835438566616
tray_2_9,-0.554,-0.2450232874464052
bowl_8_4,-0.244,-0.2203245694976874
sponge_5_9,-0.005,-0.4244079028310206
metal_box_5_10,-0.232,-0.2354784156515334
plate_4_6,-0.343,-0.226016877189995
paper_box_3_7,-0.015,-0.3052476464207644
book_4_2,-0.612,-0.2620809797540976
tray_3_5,-0.489,-0.2863053387284566
metal_box_10_5,-0.058,-0.2992412361643538
plastic_box_5_10,-0.022,-0.2753950823182003
metal_box_1_7,-0.041,-0.2603117489848669
bowl_3_2,-0.222,-0.2201707233438414
metal_box_2_3,-0.098,-0.2645489284720464
book_1_8,-0.589,-0.2467604669335849
ball_1_1,-0.096,-0.1379976464207641
to_go_cup_6_9,-0.019,-0.2274784156515336
metal_box_9_3,-0.167,-0.238516877189995
to_go_cup_9_7,-0.037,-0.2723373900105079
ball_4_6,-0.014,-0.08588867206178984
tray_7_3,-0.022,-0.2288245694976875
book_7_5,-0.465,-0.247696364369482
to_go_cup_2_8,-0.014,-0.2597284156515334
sponge_3_8,-0.007,-0.5424399541130721
plastic_box_1_1,-0.048,-0.2876771336002514
to_go_cup_9_8,-0.037,-0.2712155951387129
sponge_1_6,-0.005,-0.3908822618053795
ball_4_1,-0.014,-0.09273482590794394
bowl_1_9,-0.264,-0.2212604669335848
bowl_3_5,-0.222,-0.1938245694976874
ball_4_8,-0.014,-0.106215595138713
sponge_2_6,-0.012,-0.4535553387284565
metal_box_5_4,-0.232,-0.2355617489848668
plastic_box_8_1,-0.092,-0.3121002105233282
metal_box_3_2,-0.146,-0.2490232874464053
cup_3_4,-0.099,-0.2257412361643542
to_go_cup_3_5,-0.046,-0.288715595138713
to_go_cup_5_5,-0.007,-0.3719463643694824
plastic_box_4_10,-0.026,-0.2059848259079438
metal_box_2_6,-0.098,-0.2778886720617901
ball_5_4,-0.059,-0.1071258515489692
cup_5_8,-0.318,-0.2345809797540975
paper_box_5_3,-0.017,-0.2396130310361488
plastic_box_5_7,-0.022,-0.2604591848823029
tray_1_7,-0.446,-0.2806194412925591
metal_box_3_1,-0.146,-0.2681322618053796
paper_box_10_5,-0.02,-0.2291899541130717
book_9_7,-0.686,-0.2797027746258923
plate_5_5,-0.436,-0.2107989284720462
sponge_10_4,-0.012,-0.3430873900105079
plastic_box_3_8,-0.101,-0.2144591848823026
metal_box_2_9,-0.098,-0.2641066207797383
ball_2_7,-0.058,-0.1177220053951235
bowl_8_2,-0.244,-0.1993438002669182
book_10_6,-0.501,-0.287542518215636
cup_10_8,-0.058,-0.2505296977028155
tray_6_10,-0.312,-0.4265809797540975
paper_box_6_6,-0.015,-0.2500873900105077
metal_box_5_8,-0.232,-0.2249335438566618
plastic_box_9_1,-0.072,-0.288363031036149
sponge_6_9,-0.008,-0.3586771336002516
bowl_2_4,-0.343,-0.2246130310361486
plate_1_10,-0.17,-0.2032668771899951
cup_8_8,-0.166,-0.2682348259079437
plate_8_4,-0.543,-0.2592155951387131
tray_9_6,-0.245,-0.2350232874464053
plate_2_7,-0.331,-0.2264527746258924
paper_box_9_2,-0.674,-0.220215595138713
cup_7_2,-0.239,-0.1944784156515334
cup_8_2,-0.166,-0.2688502105233285
sponge_5_3,-0.005,-0.3479271336002515
sponge_5_7,-0.005,-0.3496386720617899
plate_3_3,-0.656,-0.2145232874464054
sponge_6_1,-0.008,-0.3941002105233282
plate_1_2,-0.17,-0.2285040566771745
plastic_box_1_2,-0.048,-0.287722005395123
paper_box_4_9,-0.044,-0.2866002105233283
plate_2_9,-0.331,-0.2277732874464053
book_9_1,-0.686,-0.2524784156515334
bowl_4_1,-0.282,-0.2244399541130719
paper_box_2_10,-0.054,-0.2397155951387132
sponge_6_5,-0.008,-0.3519655951387131
plate_6_5,-0.61,-0.2725040566771743
cup_9_8,-0.324,-0.2236066207797386
plate_10_4,-0.389,-0.2169527746258924
paper_box_1_9,-0.011,-0.2487155951387129
to_go_cup_4_3,-0.01,-0.2379976464207641
bowl_7_6,-0.028,-0.2729720053951233
cup_6_1,-0.302,-0.242068159241277
tray_5_8,-0.167,-0.2320104669335848
plate_9_6,-0.177,-0.262170723343841
plate_2_5,-0.331,-0.2288950823182
cup_10_5,-0.058,-0.2385809797540973
bowl_7_10,-0.028,-0.3003502105233282
bowl_1_3,-0.264,-0.2175104669335846
tray_6_9,-0.312,-0.4054655951387129
bowl_7_7,-0.028,-0.2788373900105078
bowl_6_8,-0.05,-0.2739271336002513
ball_2_2,-0.058,-0.09940790283102077
ball_10_10,-0.033,-0.09308097975409758
paper_box_7_1,-0.044,-0.2878245694976875
ball_3_4,-0.05,-0.1614527746258925
to_go_cup_7_8,-0.032,-0.2431194412925592
bowl_7_9,-0.028,-0.2798630310361487
to_go_cup_6_3,-0.019,-0.2186450823182002
paper_box_1_3,-0.011,-0.2644784156515335
bowl_8_10,-0.244,-0.1910553387284568
book_2_10,-0.617,-0.2371963643694824
plastic_box_5_6,-0.022,-0.2665040566771744
book_9_2,-0.686,-0.2674784156515336
book_4_8,-0.612,-0.2853886720617899
plastic_box_6_10,-0.055,-0.2947732874464054
bowl_10_8,-0.505,-0.2489655951387127
to_go_cup_7_5,-0.032,-0.2553950823182004
metal_box_8_6,-0.101,-0.4331514925746105
tray_4_8,-0.168,-0.2204527746258925
plate_5_4,-0.436,-0.2017220053951233
sponge_7_7,-0.011,-0.2788373900105078
plastic_box_1_10,-0.048,-0.291568159241277
metal_box_9_1,-0.167,-0.2705809797540976
bowl_7_4,-0.028,-0.2941002105233285
bowl_5_7,-0.035,-0.3316899541130722
paper_box_1_8,-0.011,-0.2798822618053796
cup_2_7,-0.201,-0.2874463643694822
bowl_1_10,-0.264,-0.2464271336002516
cup_4_1,-0.13,-0.2284463643694822
ball_8_5,-0.057,-0.1170617489848668
paper_box_7_8,-0.044,-0.2808630310361489
to_go_cup_2_7,-0.014,-0.2874463643694822
metal_box_5_7,-0.232,-0.2221450823182
to_go_cup_5_10,-0.007,-0.3746066207797386
tray_6_8,-0.312,-0.3614271336002515
